path1,path2,same,similarity
datasets/lfw/Brad_Johnson/Brad_Johnson_0001.jpg,datasets/lfw/Brad_Johnson/Brad_Johnson_0003.jpg,True,0.69541293
datasets/lfw/Brad_Johnson/Brad_Johnson_0002.jpg,datasets/lfw/Brad_Johnson/Brad_Johnson_0003.jpg,True,0.79910827
datasets/lfw/Brad_Johnson/Brad_Johnson_0002.jpg,datasets/lfw/Brad_Johnson/Brad_Johnson_0004.jpg,True,0.6312331
datasets/lfw/Brian_Griese/Brian_Griese_0001.jpg,datasets/lfw/Brian_Griese/Brian_Griese_0002.jpg,True,0.79250276
datasets/lfw/Candice_Bergen/Candice_Bergen_0001.jpg,datasets/lfw/Candice_Bergen/Candice_Bergen_0002.jpg,True,0.7295186
datasets/lfw/Candice_Bergen/Candice_Bergen_0002.jpg,datasets/lfw/Candice_Bergen/Candice_Bergen_0003.jpg,True,0.7211215
datasets/lfw/Carla_Myers/Carla_Myers_0001.jpg,datasets/lfw/Carla_Myers/Carla_Myers_0002.jpg,True,0.58487767
datasets/lfw/Cathy_Freeman/Cathy_Freeman_0001.jpg,datasets/lfw/Cathy_Freeman/Cathy_Freeman_0002.jpg,True,0.6744062
datasets/lfw/Chang_Dae-whan/Chang_Dae-whan_0001.jpg,datasets/lfw/Chang_Dae-whan/Chang_Dae-whan_0002.jpg,True,0.71852255
datasets/lfw/Charles_Grassley/Charles_Grassley_0001.jpg,datasets/lfw/Charles_Grassley/Charles_Grassley_0002.jpg,True,0.09099221
datasets/lfw/Clare_Short/Clare_Short_0001.jpg,datasets/lfw/Clare_Short/Clare_Short_0003.jpg,True,0.6662507
datasets/lfw/Clare_Short/Clare_Short_0001.jpg,datasets/lfw/Clare_Short/Clare_Short_0004.jpg,True,0.67697406
datasets/lfw/Corinne_Coman/Corinne_Coman_0001.jpg,datasets/lfw/Corinne_Coman/Corinne_Coman_0002.jpg,True,0.79814756
datasets/lfw/Dai_Bachtiar/Dai_Bachtiar_0001.jpg,datasets/lfw/Dai_Bachtiar/Dai_Bachtiar_0002.jpg,True,0.7572917
datasets/lfw/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0001.jpg,datasets/lfw/Dale_Earnhardt_Jr/Dale_Earnhardt_Jr_0003.jpg,True,0.5824251
datasets/lfw/David_Caruso/David_Caruso_0001.jpg,datasets/lfw/David_Caruso/David_Caruso_0002.jpg,True,0.72734034
datasets/lfw/Demi_Moore/Demi_Moore_0001.jpg,datasets/lfw/Demi_Moore/Demi_Moore_0003.jpg,True,0.6107917
datasets/lfw/Dick_Vermeil/Dick_Vermeil_0001.jpg,datasets/lfw/Dick_Vermeil/Dick_Vermeil_0002.jpg,True,0.57544094
datasets/lfw/Doris_Roberts/Doris_Roberts_0001.jpg,datasets/lfw/Doris_Roberts/Doris_Roberts_0002.jpg,True,0.79725057
datasets/lfw/Doris_Roberts/Doris_Roberts_0001.jpg,datasets/lfw/Doris_Roberts/Doris_Roberts_0003.jpg,True,0.6742801
datasets/lfw/Drew_Barrymore/Drew_Barrymore_0001.jpg,datasets/lfw/Drew_Barrymore/Drew_Barrymore_0002.jpg,True,0.6453059
datasets/lfw/Edmund_Stoiber/Edmund_Stoiber_0004.jpg,datasets/lfw/Edmund_Stoiber/Edmund_Stoiber_0007.jpg,True,0.7023043
datasets/lfw/Edmund_Stoiber/Edmund_Stoiber_0005.jpg,datasets/lfw/Edmund_Stoiber/Edmund_Stoiber_0007.jpg,True,0.68360066
datasets/lfw/Edmund_Stoiber/Edmund_Stoiber_0007.jpg,datasets/lfw/Edmund_Stoiber/Edmund_Stoiber_0012.jpg,True,0.58759356
datasets/lfw/Edmund_Stoiber/Edmund_Stoiber_0009.jpg,datasets/lfw/Edmund_Stoiber/Edmund_Stoiber_0011.jpg,True,0.75479376
datasets/lfw/Elinor_Caplan/Elinor_Caplan_0001.jpg,datasets/lfw/Elinor_Caplan/Elinor_Caplan_0002.jpg,True,0.77235043
datasets/lfw/Emmanuelle_Beart/Emmanuelle_Beart_0001.jpg,datasets/lfw/Emmanuelle_Beart/Emmanuelle_Beart_0002.jpg,True,0.7236188
datasets/lfw/Emmanuelle_Beart/Emmanuelle_Beart_0001.jpg,datasets/lfw/Emmanuelle_Beart/Emmanuelle_Beart_0003.jpg,True,0.87566555
datasets/lfw/Federico_Trillo/Federico_Trillo_0001.jpg,datasets/lfw/Federico_Trillo/Federico_Trillo_0002.jpg,True,0.63017195
datasets/lfw/Federico_Trillo/Federico_Trillo_0001.jpg,datasets/lfw/Federico_Trillo/Federico_Trillo_0003.jpg,True,0.6040457
datasets/lfw/Federico_Trillo/Federico_Trillo_0002.jpg,datasets/lfw/Federico_Trillo/Federico_Trillo_0003.jpg,True,0.83877563
datasets/lfw/Francis_Ford_Coppola/Francis_Ford_Coppola_0001.jpg,datasets/lfw/Francis_Ford_Coppola/Francis_Ford_Coppola_0002.jpg,True,0.73242575
datasets/lfw/Fred_Thompson/Fred_Thompson_0001.jpg,datasets/lfw/Fred_Thompson/Fred_Thompson_0002.jpg,True,0.69104797
datasets/lfw/Fred_Thompson/Fred_Thompson_0001.jpg,datasets/lfw/Fred_Thompson/Fred_Thompson_0003.jpg,True,0.6734152
datasets/lfw/Fred_Thompson/Fred_Thompson_0002.jpg,datasets/lfw/Fred_Thompson/Fred_Thompson_0003.jpg,True,0.7798573
datasets/lfw/Garry_Trudeau/Garry_Trudeau_0001.jpg,datasets/lfw/Garry_Trudeau/Garry_Trudeau_0002.jpg,True,0.7487906
datasets/lfw/Gary_Williams/Gary_Williams_0001.jpg,datasets/lfw/Gary_Williams/Gary_Williams_0002.jpg,True,0.5674462
datasets/lfw/Gene_Robinson/Gene_Robinson_0001.jpg,datasets/lfw/Gene_Robinson/Gene_Robinson_0002.jpg,True,0.7684123
datasets/lfw/Gene_Robinson/Gene_Robinson_0001.jpg,datasets/lfw/Gene_Robinson/Gene_Robinson_0003.jpg,True,0.054833394
datasets/lfw/Gene_Robinson/Gene_Robinson_0002.jpg,datasets/lfw/Gene_Robinson/Gene_Robinson_0003.jpg,True,0.068210594
datasets/lfw/George_Galloway/George_Galloway_0001.jpg,datasets/lfw/George_Galloway/George_Galloway_0003.jpg,True,0.66679966
datasets/lfw/George_Galloway/George_Galloway_0002.jpg,datasets/lfw/George_Galloway/George_Galloway_0003.jpg,True,0.842101
datasets/lfw/George_Galloway/George_Galloway_0002.jpg,datasets/lfw/George_Galloway/George_Galloway_0004.jpg,True,0.60815716
datasets/lfw/Geraldine_Chaplin/Geraldine_Chaplin_0001.jpg,datasets/lfw/Geraldine_Chaplin/Geraldine_Chaplin_0002.jpg,True,0.7899127
datasets/lfw/Geraldine_Chaplin/Geraldine_Chaplin_0001.jpg,datasets/lfw/Geraldine_Chaplin/Geraldine_Chaplin_0004.jpg,True,0.6960934
datasets/lfw/Geraldine_Chaplin/Geraldine_Chaplin_0003.jpg,datasets/lfw/Geraldine_Chaplin/Geraldine_Chaplin_0004.jpg,True,0.8680247
datasets/lfw/Gerardo_Gambala/Gerardo_Gambala_0001.jpg,datasets/lfw/Gerardo_Gambala/Gerardo_Gambala_0002.jpg,True,0.77421385
datasets/lfw/Gian_Marco/Gian_Marco_0001.jpg,datasets/lfw/Gian_Marco/Gian_Marco_0002.jpg,True,0.7574325
datasets/lfw/Gian_Marco/Gian_Marco_0002.jpg,datasets/lfw/Gian_Marco/Gian_Marco_0003.jpg,True,0.69941515
datasets/lfw/Gillian_Anderson/Gillian_Anderson_0001.jpg,datasets/lfw/Gillian_Anderson/Gillian_Anderson_0002.jpg,True,0.50667095
datasets/lfw/Gordon_Brown/Gordon_Brown_0006.jpg,datasets/lfw/Gordon_Brown/Gordon_Brown_0009.jpg,True,0.69191206
datasets/lfw/Gordon_Brown/Gordon_Brown_0010.jpg,datasets/lfw/Gordon_Brown/Gordon_Brown_0013.jpg,True,0.7608167
datasets/lfw/Grant_Hackett/Grant_Hackett_0001.jpg,datasets/lfw/Grant_Hackett/Grant_Hackett_0002.jpg,True,0.87414575
datasets/lfw/Grant_Hackett/Grant_Hackett_0001.jpg,datasets/lfw/Grant_Hackett/Grant_Hackett_0003.jpg,True,0.87274295
datasets/lfw/Grant_Hackett/Grant_Hackett_0001.jpg,datasets/lfw/Grant_Hackett/Grant_Hackett_0005.jpg,True,0.7695455
datasets/lfw/Gray_Davis/Gray_Davis_0007.jpg,datasets/lfw/Gray_Davis/Gray_Davis_0022.jpg,True,0.72503245
datasets/lfw/Gray_Davis/Gray_Davis_0021.jpg,datasets/lfw/Gray_Davis/Gray_Davis_0026.jpg,True,0.7324299
datasets/lfw/Gregg_Popovich/Gregg_Popovich_0001.jpg,datasets/lfw/Gregg_Popovich/Gregg_Popovich_0005.jpg,True,0.7007205
datasets/lfw/Gregg_Popovich/Gregg_Popovich_0003.jpg,datasets/lfw/Gregg_Popovich/Gregg_Popovich_0004.jpg,True,0.6571653
datasets/lfw/Guy_Ritchie/Guy_Ritchie_0001.jpg,datasets/lfw/Guy_Ritchie/Guy_Ritchie_0002.jpg,True,0.6572438
datasets/lfw/Hamzah_Haz/Hamzah_Haz_0001.jpg,datasets/lfw/Hamzah_Haz/Hamzah_Haz_0002.jpg,True,0.7651808
datasets/lfw/Harbhajan_Singh/Harbhajan_Singh_0001.jpg,datasets/lfw/Harbhajan_Singh/Harbhajan_Singh_0002.jpg,True,0.74647427
datasets/lfw/Hootie_Johnson/Hootie_Johnson_0001.jpg,datasets/lfw/Hootie_Johnson/Hootie_Johnson_0002.jpg,True,0.59616953
datasets/lfw/Hugo_Chavez/Hugo_Chavez_0002.jpg,datasets/lfw/Hugo_Chavez/Hugo_Chavez_0027.jpg,True,0.6772069
datasets/lfw/Hugo_Chavez/Hugo_Chavez_0027.jpg,datasets/lfw/Hugo_Chavez/Hugo_Chavez_0053.jpg,True,0.7026116
datasets/lfw/Hugo_Chavez/Hugo_Chavez_0036.jpg,datasets/lfw/Hugo_Chavez/Hugo_Chavez_0051.jpg,True,0.7252711
datasets/lfw/Hugo_Chavez/Hugo_Chavez_0041.jpg,datasets/lfw/Hugo_Chavez/Hugo_Chavez_0050.jpg,True,0.7896095
datasets/lfw/Hugo_Chavez/Hugo_Chavez_0045.jpg,datasets/lfw/Hugo_Chavez/Hugo_Chavez_0056.jpg,True,0.72921574
datasets/lfw/Isaiah_Washington/Isaiah_Washington_0001.jpg,datasets/lfw/Isaiah_Washington/Isaiah_Washington_0002.jpg,True,0.56702745
datasets/lfw/Jack_Grubman/Jack_Grubman_0001.jpg,datasets/lfw/Jack_Grubman/Jack_Grubman_0002.jpg,True,0.8613253
datasets/lfw/Jacques_Rogge/Jacques_Rogge_0001.jpg,datasets/lfw/Jacques_Rogge/Jacques_Rogge_0009.jpg,True,0.72830296
datasets/lfw/Jacques_Rogge/Jacques_Rogge_0003.jpg,datasets/lfw/Jacques_Rogge/Jacques_Rogge_0007.jpg,True,0.7752699
datasets/lfw/Jacques_Rogge/Jacques_Rogge_0003.jpg,datasets/lfw/Jacques_Rogge/Jacques_Rogge_0010.jpg,True,0.8119772
datasets/lfw/Jacques_Rogge/Jacques_Rogge_0004.jpg,datasets/lfw/Jacques_Rogge/Jacques_Rogge_0006.jpg,True,0.7700059
datasets/lfw/Jacques_Rogge/Jacques_Rogge_0004.jpg,datasets/lfw/Jacques_Rogge/Jacques_Rogge_0009.jpg,True,0.7556415
datasets/lfw/Jacques_Rogge/Jacques_Rogge_0005.jpg,datasets/lfw/Jacques_Rogge/Jacques_Rogge_0008.jpg,True,0.71932185
datasets/lfw/Jacques_Rogge/Jacques_Rogge_0006.jpg,datasets/lfw/Jacques_Rogge/Jacques_Rogge_0008.jpg,True,0.7040275
datasets/lfw/James_Caan/James_Caan_0001.jpg,datasets/lfw/James_Caan/James_Caan_0002.jpg,True,0.76844627
datasets/lfw/James_Caan/James_Caan_0001.jpg,datasets/lfw/James_Caan/James_Caan_0003.jpg,True,0.73260516
datasets/lfw/James_Caan/James_Caan_0002.jpg,datasets/lfw/James_Caan/James_Caan_0003.jpg,True,0.7964299
datasets/lfw/James_Jones/James_Jones_0001.jpg,datasets/lfw/James_Jones/James_Jones_0002.jpg,True,0.6568959
datasets/lfw/Jamling_Norgay/Jamling_Norgay_0001.jpg,datasets/lfw/Jamling_Norgay/Jamling_Norgay_0002.jpg,True,0.8036669
datasets/lfw/Janica_Kostelic/Janica_Kostelic_0001.jpg,datasets/lfw/Janica_Kostelic/Janica_Kostelic_0002.jpg,True,0.10412726
datasets/lfw/Jeanne_Moreau/Jeanne_Moreau_0001.jpg,datasets/lfw/Jeanne_Moreau/Jeanne_Moreau_0002.jpg,True,0.7475972
datasets/lfw/Jeffrey_Archer/Jeffrey_Archer_0001.jpg,datasets/lfw/Jeffrey_Archer/Jeffrey_Archer_0002.jpg,True,0.75657284
datasets/lfw/Jennifer_Garner/Jennifer_Garner_0001.jpg,datasets/lfw/Jennifer_Garner/Jennifer_Garner_0003.jpg,True,0.5562539
datasets/lfw/Jennifer_Garner/Jennifer_Garner_0004.jpg,datasets/lfw/Jennifer_Garner/Jennifer_Garner_0009.jpg,True,0.75505936
datasets/lfw/Jennifer_Garner/Jennifer_Garner_0005.jpg,datasets/lfw/Jennifer_Garner/Jennifer_Garner_0006.jpg,True,0.7289329
datasets/lfw/Jennifer_Garner/Jennifer_Garner_0005.jpg,datasets/lfw/Jennifer_Garner/Jennifer_Garner_0009.jpg,True,0.81875956
datasets/lfw/Jennifer_Garner/Jennifer_Garner_0007.jpg,datasets/lfw/Jennifer_Garner/Jennifer_Garner_0012.jpg,True,0.7305883
datasets/lfw/Jennifer_Garner/Jennifer_Garner_0008.jpg,datasets/lfw/Jennifer_Garner/Jennifer_Garner_0011.jpg,True,0.67298764
datasets/lfw/Jeremy_Greenstock/Jeremy_Greenstock_0002.jpg,datasets/lfw/Jeremy_Greenstock/Jeremy_Greenstock_0024.jpg,True,0.7211976
datasets/lfw/Jeremy_Greenstock/Jeremy_Greenstock_0003.jpg,datasets/lfw/Jeremy_Greenstock/Jeremy_Greenstock_0022.jpg,True,0.6036231
datasets/lfw/Jeremy_Greenstock/Jeremy_Greenstock_0005.jpg,datasets/lfw/Jeremy_Greenstock/Jeremy_Greenstock_0011.jpg,True,0.6661173
datasets/lfw/Jeremy_Greenstock/Jeremy_Greenstock_0010.jpg,datasets/lfw/Jeremy_Greenstock/Jeremy_Greenstock_0014.jpg,True,0.67282027
datasets/lfw/Jeremy_Greenstock/Jeremy_Greenstock_0017.jpg,datasets/lfw/Jeremy_Greenstock/Jeremy_Greenstock_0021.jpg,True,0.7603229
datasets/lfw/Jessica_Lange/Jessica_Lange_0001.jpg,datasets/lfw/Jessica_Lange/Jessica_Lange_0002.jpg,True,0.71209824
datasets/lfw/Jimmy_Carter/Jimmy_Carter_0001.jpg,datasets/lfw/Jimmy_Carter/Jimmy_Carter_0007.jpg,True,0.7713994
datasets/lfw/Jimmy_Carter/Jimmy_Carter_0004.jpg,datasets/lfw/Jimmy_Carter/Jimmy_Carter_0006.jpg,True,0.78957707
datasets/lfw/Jimmy_Carter/Jimmy_Carter_0005.jpg,datasets/lfw/Jimmy_Carter/Jimmy_Carter_0008.jpg,True,0.83810735
datasets/lfw/Jimmy_Carter/Jimmy_Carter_0006.jpg,datasets/lfw/Jimmy_Carter/Jimmy_Carter_0007.jpg,True,0.7894442
datasets/lfw/Jodie_Foster/Jodie_Foster_0001.jpg,datasets/lfw/Jodie_Foster/Jodie_Foster_0002.jpg,True,0.5873722
datasets/lfw/John_Manley/John_Manley_0001.jpg,datasets/lfw/John_Manley/John_Manley_0006.jpg,True,0.5818036
datasets/lfw/John_Manley/John_Manley_0002.jpg,datasets/lfw/John_Manley/John_Manley_0005.jpg,True,0.80004966
datasets/lfw/John_McCain/John_McCain_0002.jpg,datasets/lfw/John_McCain/John_McCain_0003.jpg,True,0.73763454
datasets/lfw/John_McCain/John_McCain_0003.jpg,datasets/lfw/John_McCain/John_McCain_0007.jpg,True,0.72907084
datasets/lfw/John_McCain/John_McCain_0006.jpg,datasets/lfw/John_McCain/John_McCain_0007.jpg,True,0.7002892
datasets/lfw/John_Snow/John_Snow_0003.jpg,datasets/lfw/John_Snow/John_Snow_0015.jpg,True,0.7876866
datasets/lfw/John_Snow/John_Snow_0004.jpg,datasets/lfw/John_Snow/John_Snow_0016.jpg,True,0.77148
datasets/lfw/John_Snow/John_Snow_0009.jpg,datasets/lfw/John_Snow/John_Snow_0011.jpg,True,0.81158096
datasets/lfw/Johnson_Panjaitan/Johnson_Panjaitan_0001.jpg,datasets/lfw/Johnson_Panjaitan/Johnson_Panjaitan_0002.jpg,True,0.8914763
datasets/lfw/Jorge_Castaneda/Jorge_Castaneda_0001.jpg,datasets/lfw/Jorge_Castaneda/Jorge_Castaneda_0002.jpg,True,0.6898842
datasets/lfw/Jose_Serra/Jose_Serra_0001.jpg,datasets/lfw/Jose_Serra/Jose_Serra_0009.jpg,True,0.8315927
datasets/lfw/Jose_Serra/Jose_Serra_0002.jpg,datasets/lfw/Jose_Serra/Jose_Serra_0008.jpg,True,0.7575846
datasets/lfw/Jose_Serra/Jose_Serra_0003.jpg,datasets/lfw/Jose_Serra/Jose_Serra_0005.jpg,True,0.6773175
datasets/lfw/Jose_Serra/Jose_Serra_0003.jpg,datasets/lfw/Jose_Serra/Jose_Serra_0007.jpg,True,0.66918
datasets/lfw/Jose_Serra/Jose_Serra_0006.jpg,datasets/lfw/Jose_Serra/Jose_Serra_0009.jpg,True,0.8094339
datasets/lfw/Jose_Theodore/Jose_Theodore_0001.jpg,datasets/lfw/Jose_Theodore/Jose_Theodore_0002.jpg,True,0.6115055
datasets/lfw/Joseph_Blatter/Joseph_Blatter_0001.jpg,datasets/lfw/Joseph_Blatter/Joseph_Blatter_0002.jpg,True,0.6979544
datasets/lfw/Joseph_Ralston/Joseph_Ralston_0001.jpg,datasets/lfw/Joseph_Ralston/Joseph_Ralston_0002.jpg,True,0.7618274
datasets/lfw/Juan_Pablo_Montoya/Juan_Pablo_Montoya_0001.jpg,datasets/lfw/Juan_Pablo_Montoya/Juan_Pablo_Montoya_0008.jpg,True,0.49294186
datasets/lfw/Juan_Pablo_Montoya/Juan_Pablo_Montoya_0002.jpg,datasets/lfw/Juan_Pablo_Montoya/Juan_Pablo_Montoya_0004.jpg,True,0.7463474
datasets/lfw/Juan_Pablo_Montoya/Juan_Pablo_Montoya_0004.jpg,datasets/lfw/Juan_Pablo_Montoya/Juan_Pablo_Montoya_0005.jpg,True,0.61013687
datasets/lfw/Julianna_Margulies/Julianna_Margulies_0001.jpg,datasets/lfw/Julianna_Margulies/Julianna_Margulies_0002.jpg,True,0.019219723
datasets/lfw/Justin_Guarini/Justin_Guarini_0001.jpg,datasets/lfw/Justin_Guarini/Justin_Guarini_0002.jpg,True,0.58847106
datasets/lfw/Justin_Guarini/Justin_Guarini_0002.jpg,datasets/lfw/Justin_Guarini/Justin_Guarini_0003.jpg,True,0.76930445
datasets/lfw/Justine_Henin/Justine_Henin_0002.jpg,datasets/lfw/Justine_Henin/Justine_Henin_0003.jpg,True,0.6670928
datasets/lfw/Kate_Winslet/Kate_Winslet_0001.jpg,datasets/lfw/Kate_Winslet/Kate_Winslet_0002.jpg,True,0.7706689
datasets/lfw/Kate_Winslet/Kate_Winslet_0001.jpg,datasets/lfw/Kate_Winslet/Kate_Winslet_0004.jpg,True,0.641696
datasets/lfw/Kate_Winslet/Kate_Winslet_0002.jpg,datasets/lfw/Kate_Winslet/Kate_Winslet_0003.jpg,True,0.81108063
datasets/lfw/Kate_Winslet/Kate_Winslet_0002.jpg,datasets/lfw/Kate_Winslet/Kate_Winslet_0004.jpg,True,0.7358339
datasets/lfw/Kathy_Winters/Kathy_Winters_0001.jpg,datasets/lfw/Kathy_Winters/Kathy_Winters_0002.jpg,True,0.8760737
datasets/lfw/Kelvin_Sampson/Kelvin_Sampson_0001.jpg,datasets/lfw/Kelvin_Sampson/Kelvin_Sampson_0002.jpg,True,0.78766495
datasets/lfw/Kevin_Stallings/Kevin_Stallings_0001.jpg,datasets/lfw/Kevin_Stallings/Kevin_Stallings_0002.jpg,True,0.7025515
datasets/lfw/Kim_Jong-Il/Kim_Jong-Il_0002.jpg,datasets/lfw/Kim_Jong-Il/Kim_Jong-Il_0003.jpg,True,0.812456
datasets/lfw/Kristin_Davis/Kristin_Davis_0001.jpg,datasets/lfw/Kristin_Davis/Kristin_Davis_0002.jpg,True,0.8792108
datasets/lfw/Kristin_Davis/Kristin_Davis_0002.jpg,datasets/lfw/Kristin_Davis/Kristin_Davis_0003.jpg,True,0.83033925
datasets/lfw/Lance_Armstrong/Lance_Armstrong_0001.jpg,datasets/lfw/Lance_Armstrong/Lance_Armstrong_0017.jpg,True,0.73106027
datasets/lfw/Lance_Armstrong/Lance_Armstrong_0005.jpg,datasets/lfw/Lance_Armstrong/Lance_Armstrong_0010.jpg,True,0.57444966
datasets/lfw/Lance_Armstrong/Lance_Armstrong_0007.jpg,datasets/lfw/Lance_Armstrong/Lance_Armstrong_0011.jpg,True,0.5323376
datasets/lfw/Lance_Armstrong/Lance_Armstrong_0010.jpg,datasets/lfw/Lance_Armstrong/Lance_Armstrong_0018.jpg,True,0.6860133
datasets/lfw/Lance_Armstrong/Lance_Armstrong_0014.jpg,datasets/lfw/Lance_Armstrong/Lance_Armstrong_0017.jpg,True,0.56259644
datasets/lfw/Laurent_Jalabert/Laurent_Jalabert_0001.jpg,datasets/lfw/Laurent_Jalabert/Laurent_Jalabert_0002.jpg,True,0.82116485
datasets/lfw/Lindsey_Graham/Lindsey_Graham_0001.jpg,datasets/lfw/Lindsey_Graham/Lindsey_Graham_0002.jpg,True,0.7616226
datasets/lfw/Lisa_Gottsegen/Lisa_Gottsegen_0001.jpg,datasets/lfw/Lisa_Gottsegen/Lisa_Gottsegen_0002.jpg,True,0.7875863
datasets/lfw/Lleyton_Hewitt/Lleyton_Hewitt_0001.jpg,datasets/lfw/Lleyton_Hewitt/Lleyton_Hewitt_0013.jpg,True,0.71926874
datasets/lfw/Lleyton_Hewitt/Lleyton_Hewitt_0016.jpg,datasets/lfw/Lleyton_Hewitt/Lleyton_Hewitt_0027.jpg,True,0.8315698
datasets/lfw/Lleyton_Hewitt/Lleyton_Hewitt_0018.jpg,datasets/lfw/Lleyton_Hewitt/Lleyton_Hewitt_0037.jpg,True,0.7234267
datasets/lfw/Lleyton_Hewitt/Lleyton_Hewitt_0024.jpg,datasets/lfw/Lleyton_Hewitt/Lleyton_Hewitt_0036.jpg,True,0.7297451
datasets/lfw/Luis_Ernesto_Derbez_Bautista/Luis_Ernesto_Derbez_Bautista_0003.jpg,datasets/lfw/Luis_Ernesto_Derbez_Bautista/Luis_Ernesto_Derbez_Bautista_0006.jpg,True,0.67872787
datasets/lfw/Mario_Dumont/Mario_Dumont_0001.jpg,datasets/lfw/Mario_Dumont/Mario_Dumont_0002.jpg,True,0.65582496
datasets/lfw/Mark_Wahlberg/Mark_Wahlberg_0001.jpg,datasets/lfw/Mark_Wahlberg/Mark_Wahlberg_0003.jpg,True,0.4996148
